/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Alina Herzog
Cruise: PS116


Coverage:	LATITUDE: 40.81954 * LONGITUDE: -11.52920
	DATE/TIME START: 2018-11-15T11:24:25 * DATE/TIME END: 2018-11-15T13:16:33
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 33735m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
27605	16.07	-60.21	0.8	 57	7.9
27609	16.06	-60.18	0.8	 56	7.8
27611	16.04	-60.15	0.8	 55	7.8
27621	16.02	-60.12	0.8	 54	7.8
27632	16.00	-60.09	0.8	 53	7.7
27640	15.99	-60.07	0.8	 52	7.7
27640	15.97	-60.04	0.8	 51	7.7
27651	15.96	-60.02	0.8	 49	7.6
27659	15.94	-60.01	0.8	 48	7.6
27661	15.93	-59.99	0.8	 47	7.6
27659	15.91	-59.97	0.8	 45	7.5
27668	15.90	-59.96	0.8	 44	7.5
27676	15.88	-59.95	0.8	 42	7.5
27689	15.86	-59.93	0.8	 41	7.4
27690	15.84	-59.92	0.8	 39	7.4
27701	15.83	-59.92	0.8	 38	7.4
27707	15.81	-59.91	0.8	 36	7.3
27714	15.79	-59.91	0.8	 35	7.3
27717	15.78	-59.91	0.8	 34	7.3
27724	15.76	-59.92	0.8	 32	7.2
27728	15.75	-59.93	0.8	 31	7.2
27735	15.73	-59.94	0.8	 29	7.1
27744	15.71	-59.95	0.8	 28	7.1
27753	15.70	-59.96	0.8	 27	7.0
27761	15.68	-59.96	0.8	 26	7.0
27762	15.66	-59.95	0.7	 25	6.9
27766	15.65	-59.93	0.7	 24	6.8
27771	15.63	-59.89	0.7	 23	6.8
27782	15.61	-59.82	0.7	 22	6.7
27797	15.60	-59.74	0.7	 21	6.6
27797	15.58	-59.64	0.7	 20	6.6
27802	15.56	-59.52	0.7	 19	6.5
27813	15.55	-59.39	0.7	 18	6.4
27823	15.53	-59.25	0.7	 17	6.4
27821	15.51	-59.12	0.7	 17	6.3
27832	15.50	-58.99	0.7	 16	6.2
27838	15.49	-58.86	0.7	 15	6.2
27839	15.47	-58.74	0.6	 14	6.1
27849	15.46	-58.63	0.6	 14	6.1
27852	15.45	-58.54	0.6	 13	6.0
27851	15.43	-58.45	0.6	 13	6.0
27861	15.42	-58.37	0.6	 12	5.9
27866	15.41	-58.30	0.6	 11	5.9
27875	15.39	-58.23	0.6	 11	5.9
27879	15.38	-58.17	0.6	 10	5.8
27883	15.36	-58.11	0.6	 10	5.8
27894	15.35	-58.05	0.6	  9	5.8
27895	15.33	-57.99	0.6	  8	5.8
27907	15.31	-57.93	0.6	  8	5.8
27914	15.30	-57.87	0.6	  7	5.8
27921	15.28	-57.79	0.6	  7	5.8
27922	15.27	-57.72	0.6	  6	5.8
27935	15.25	-57.63	0.6	  6	5.8
27934	15.23	-57.54	0.6	  5	5.8
27943	15.22	-57.45	0.5	  4	5.9
27954	15.20	-57.35	0.5	  4	5.9
27956	15.19	-57.26	0.5	  3	5.9
27963	15.17	-57.18	0.5	  3	5.9
27974	15.16	-57.10	0.5	  2	5.9
27975	15.14	-57.03	0.5	  1	5.9
27983	15.12	-56.98	0.5	  1	5.9
27992	15.11	-56.94	0.5	  0	6.0
27999	15.09	-56.91	0.6	360	6.0
28005	15.08	-56.89	0.6	359	6.0
28007	15.06	-56.89	0.6	359	6.0
28011	15.05	-56.89	0.6	358	6.0
28026	15.03	-56.89	0.6	358	5.9
28030	15.01	-56.90	0.6	357	5.9
28042	15.00	-56.90	0.6	357	5.9
28045	14.98	-56.89	0.6	356	5.9
28045	14.97	-56.87	0.6	356	5.9
28058	14.96	-56.83	0.6	355	5.9
28061	14.94	-56.78	0.6	355	5.8
28062	14.93	-56.71	0.6	354	5.8
28072	14.92	-56.64	0.6	354	5.8
28078	14.90	-56.56	0.6	353	5.7
28084	14.89	-56.49	0.6	353	5.7
28092	14.87	-56.42	0.6	353	5.6
28097	14.86	-56.37	0.6	352	5.6
28100	14.85	-56.33	0.6	352	5.6
28103	14.83	-56.30	0.6	351	5.5
28112	14.82	-56.29	0.6	351	5.5
28120	14.80	-56.28	0.6	351	5.4
28125	14.79	-56.27	0.6	351	5.4
28133	14.77	-56.26	0.6	351	5.3
28136	14.76	-56.25	0.6	351	5.3
28146	14.74	-56.23	0.6	351	5.2
28156	14.73	-56.21	0.6	351	5.2
28163	14.71	-56.19	0.6	351	5.2
28168	14.70	-56.18	0.6	351	5.1
28172	14.68	-56.16	0.6	351	5.1
28176	14.66	-56.16	0.6	351	5.0
28181	14.65	-56.15	0.6	352	5.0
28197	14.63	-56.16	0.6	352	5.0
28206	14.62	-56.17	0.7	353	4.9
28205	14.60	-56.19	0.7	353	4.9
28215	14.59	-56.21	0.7	354	4.9
28221	14.57	-56.23	0.7	354	4.9
28222	14.56	-56.26	0.7	355	4.9
28235	14.54	-56.29	0.7	356	4.8
28241	14.53	-56.32	0.7	357	4.8
28247	14.52	-56.35	0.7	357	4.9
28251	14.50	-56.39	0.7	358	4.9
28256	14.49	-56.42	0.7	359	4.9
28258	14.48	-56.46	0.7	360	4.9
28268	14.46	-56.50	0.7	  1	4.9
28268	14.45	-56.54	0.7	  1	5.0
28278	14.44	-56.58	0.7	  2	5.0
28283	14.42	-56.63	0.7	  3	5.1
28290	14.41	-56.68	0.7	  4	5.1
28301	14.39	-56.72	0.7	  4	5.2
28309	14.37	-56.77	0.8	  5	5.2
28313	14.36	-56.82	0.8	  5	5.3
28322	14.34	-56.87	0.8	  6	5.3
28326	14.33	-56.91	0.8	  7	5.4
28334	14.31	-56.95	0.8	  7	5.5
28346	14.30	-56.98	0.8	  8	5.5
28347	14.28	-57.01	0.8	  8	5.6
28348	14.27	-57.04	0.8	  9	5.6
28363	14.26	-57.07	0.8	  9	5.7
28366	14.24	-57.09	0.8	 10	5.7
28367	14.23	-57.11	0.8	 10	5.8
28379	14.22	-57.13	0.8	 11	5.8
28382	14.20	-57.16	0.8	 11	5.9
28387	14.19	-57.18	0.8	 12	5.9
28392	14.18	-57.21	0.8	 12	5.9
28401	14.17	-57.23	0.8	 13	5.9
28404	14.16	-57.27	0.8	 14	6.0
28409	14.15	-57.30	0.8	 15	6.0
28408	14.13	-57.34	0.8	 15	6.0
28415	14.12	-57.38	0.8	 16	6.1
28419	14.11	-57.43	0.8	 17	6.1
28435	14.10	-57.47	0.8	 18	6.1
28442	14.08	-57.52	0.8	 19	6.1
28440	14.07	-57.56	0.8	 20	6.2
28444	14.06	-57.61	0.9	 21	6.2
28456	14.04	-57.66	0.9	 22	6.2
28459	14.03	-57.71	0.9	 23	6.2
28469	14.01	-57.76	0.9	 24	6.3
28478	14.00	-57.81	0.9	 25	6.3
28474	13.98	-57.87	0.9	 26	6.3
28483	13.97	-57.92	0.9	 27	6.4
28501	13.95	-57.97	0.9	 28	6.4
28502	13.94	-58.02	0.9	 29	6.4
28503	13.92	-58.06	0.9	 30	6.5
28515	13.91	-58.11	0.9	 31	6.5
28519	13.89	-58.15	0.9	 32	6.5
28524	13.88	-58.18	0.9	 33	6.6
28539	13.87	-58.22	0.9	 34	6.6
28543	13.85	-58.25	0.9	 34	6.6
28549	13.84	-58.28	0.9	 35	6.7
28551	13.83	-58.31	0.9	 36	6.7
28555	13.81	-58.33	0.9	 36	6.7
28564	13.80	-58.35	0.9	 37	6.7
28566	13.79	-58.37	0.9	 37	6.7
28573	13.77	-58.38	0.9	 38	6.7
28585	13.76	-58.40	0.9	 38	6.7
28589	13.75	-58.41	0.9	 39	6.6
28594	13.73	-58.42	0.9	 39	6.6
28606	13.72	-58.43	0.9	 39	6.6
28606	13.70	-58.44	0.9	 40	6.6
28608	13.69	-58.44	0.9	 40	6.5
28619	13.68	-58.45	0.9	 40	6.5
28633	13.66	-58.46	0.9	 41	6.4
28635	13.65	-58.47	0.9	 41	6.4
28639	13.63	-58.48	0.8	 41	6.3
28645	13.62	-58.49	0.8	 41	6.3
28649	13.61	-58.50	0.8	 41	6.3
28661	13.60	-58.50	0.8	 42	6.2
28666	13.58	-58.51	0.8	 42	6.2
28668	13.57	-58.51	0.8	 42	6.2
28667	13.56	-58.51	0.8	 42	6.1
28680	13.55	-58.50	0.8	 42	6.1
28688	13.54	-58.49	0.8	 42	6.1
28687	13.53	-58.48	0.8	 43	6.1
28695	13.51	-58.46	0.8	 43	6.1
28705	13.50	-58.45	0.8	 43	6.1
28704	13.49	-58.43	0.8	 43	6.1
28707	13.48	-58.40	0.8	 43	6.1
28716	13.46	-58.39	0.8	 44	6.1
28726	13.45	-58.37	0.8	 44	6.1
28733	13.44	-58.36	0.8	 44	6.2
28739	13.42	-58.36	0.8	 44	6.2
28742	13.41	-58.36	0.8	 44	6.2
28755	13.39	-58.37	0.8	 44	6.2
28757	13.38	-58.39	0.8	 44	6.3
28767	13.37	-58.42	0.8	 44	6.3
28770	13.35	-58.45	0.8	 44	6.3
28776	13.34	-58.49	0.8	 44	6.4
28779	13.33	-58.52	0.8	 44	6.4
28783	13.32	-58.57	0.8	 43	6.4
28795	13.30	-58.61	0.8	 43	6.4
28810	13.29	-58.65	0.8	 43	6.4
28807	13.28	-58.69	0.8	 42	6.4
28805	13.27	-58.74	0.8	 42	6.4
28819	13.25	-58.78	0.8	 42	6.4
28820	13.24	-58.81	0.8	 41	6.4
28830	13.23	-58.85	0.8	 41	6.3
28839	13.22	-58.88	0.8	 40	6.3
28839	13.21	-58.91	0.8	 39	6.2
28843	13.19	-58.93	0.8	 39	6.2
28852	13.18	-58.94	0.8	 38	6.1
28859	13.17	-58.94	0.8	 37	6.0
28864	13.15	-58.93	0.8	 36	6.0
28877	13.14	-58.90	0.8	 36	5.9
28880	13.13	-58.86	0.8	 35	5.8
28880	13.11	-58.80	0.8	 34	5.7
28893	13.10	-58.73	0.8	 33	5.6
28895	13.09	-58.66	0.8	 32	5.5
28909	13.07	-58.57	0.8	 31	5.4
28907	13.06	-58.48	0.7	 30	5.3
28911	13.05	-58.39	0.7	 29	5.2
28922	13.04	-58.30	0.7	 28	5.1
28930	13.02	-58.21	0.7	 27	5.0
28940	13.01	-58.13	0.7	 26	4.9
28942	13.00	-58.04	0.7	 25	4.8
28947	12.99	-57.97	0.7	 23	4.7
28946	12.97	-57.89	0.6	 22	4.6
28954	12.96	-57.82	0.6	 21	4.5
28965	12.95	-57.75	0.6	 19	4.4
28968	12.94	-57.68	0.6	 18	4.3
28973	12.93	-57.60	0.6	 16	4.2
28975	12.92	-57.51	0.6	 14	4.2
28986	12.90	-57.40	0.6	 13	4.1
29000	12.89	-57.28	0.6	 11	4.1
28999	12.88	-57.14	0.6	  9	4.1
29001	12.87	-56.99	0.5	  8	4.0
29008	12.86	-56.81	0.5	  6	4.0
29013	12.85	-56.66	0.5	  4	4.0
29012	12.84	-56.50	0.5	  2	4.0
29024	12.82	-56.35	0.5	  1	4.0
29029	12.81	-56.22	0.5	359	4.0
29038	12.80	-56.10	0.5	357	4.1
29048	12.78	-56.00	0.5	356	4.1
29055	12.77	-55.91	0.5	355	4.2
29061	12.76	-55.84	0.5	353	4.2
29060	12.74	-55.79	0.5	352	4.2
29067	12.73	-55.74	0.5	352	4.3
29081	12.72	-55.70	0.5	351	4.4
29090	12.70	-55.67	0.5	350	4.4
29088	12.69	-55.63	0.5	350	4.5
29095	12.68	-55.59	0.5	349	4.5
29108	12.66	-55.55	0.5	349	4.6
29119	12.65	-55.52	0.5	349	4.6
29118	12.64	-55.48	0.5	349	4.7
29122	12.63	-55.46	0.5	349	4.7
29123	12.62	-55.44	0.5	349	4.8
29137	12.61	-55.43	0.5	350	4.8
29141	12.59	-55.42	0.6	350	4.8
29149	12.58	-55.43	0.6	351	4.9
29148	12.57	-55.44	0.6	351	4.9
29156	12.56	-55.46	0.6	352	4.9
29162	12.55	-55.48	0.6	353	5.0
29173	12.53	-55.51	0.6	353	5.0
29185	12.52	-55.54	0.6	354	5.0
29185	12.51	-55.57	0.6	355	5.0
29186	12.50	-55.61	0.6	356	5.0
29188	12.49	-55.65	0.6	357	5.1
29198	12.48	-55.68	0.6	358	5.1
29211	12.46	-55.72	0.6	359	5.1
29212	12.45	-55.76	0.7	359	5.1
29213	12.44	-55.80	0.7	  0	5.2
29222	12.43	-55.83	0.7	  1	5.2
29236	12.41	-55.86	0.7	  2	5.2
29243	12.40	-55.89	0.7	  3	5.2
29250	12.39	-55.93	0.7	  3	5.3
29256	12.38	-55.96	0.7	  4	5.3
29253	12.37	-55.99	0.7	  4	5.3
29263	12.36	-56.03	0.7	  5	5.3
29264	12.35	-56.07	0.7	  5	5.4
29268	12.34	-56.11	0.7	  6	5.4
29274	12.33	-56.15	0.7	  6	5.4
29288	12.32	-56.20	0.7	  6	5.4
29281	12.31	-56.25	0.7	  6	5.5
29287	12.30	-56.30	0.7	  7	5.5
29292	12.29	-56.36	0.7	  7	5.5
29300	12.28	-56.41	0.7	  6	5.5
29310	12.27	-56.47	0.8	  6	5.5
29309	12.26	-56.52	0.8	  6	5.5
29313	12.25	-56.56	0.8	  6	5.5
29324	12.24	-56.61	0.8	  5	5.5
29326	12.23	-56.64	0.8	  5	5.5
29332	12.21	-56.68	0.8	  4	5.5
29338	12.20	-56.70	0.8	  4	5.4
29351	12.19	-56.72	0.8	  3	5.4
29359	12.18	-56.73	0.8	  2	5.4
29369	12.17	-56.74	0.8	  1	5.4
29361	12.15	-56.74	0.8	  0	5.3
29368	12.14	-56.74	0.8	359	5.3
29377	12.13	-56.74	0.8	358	5.3
29382	12.12	-56.73	0.8	357	5.3
29384	12.11	-56.72	0.8	356	5.2
29397	12.10	-56.71	0.8	355	5.2
29401	12.09	-56.70	0.8	354	5.2
29409	12.07	-56.68	0.8	352	5.2
29415	12.06	-56.67	0.7	351	5.1
29422	12.05	-56.66	0.7	350	5.1
29432	12.04	-56.65	0.7	349	5.1
29433	12.03	-56.64	0.7	348	5.1
29438	12.02	-56.63	0.7	346	5.1
29437	12.01	-56.63	0.7	345	5.1
29455	11.99	-56.63	0.7	344	5.1
29459	11.98	-56.63	0.7	343	5.1
29459	11.97	-56.64	0.7	342	5.1
29468	11.96	-56.65	0.7	341	5.2
29473	11.95	-56.66	0.7	340	5.2
29475	11.94	-56.68	0.7	339	5.2
29480	11.93	-56.70	0.7	339	5.2
29496	11.91	-56.71	0.7	338	5.2
29505	11.90	-56.73	0.7	337	5.2
29512	11.89	-56.75	0.7	336	5.2
29514	11.88	-56.77	0.7	335	5.2
29513	11.87	-56.78	0.7	335	5.3
29523	11.86	-56.80	0.7	334	5.3
29527	11.85	-56.82	0.7	333	5.3
29538	11.84	-56.83	0.7	333	5.3
29539	11.83	-56.85	0.7	332	5.3
29544	11.81	-56.87	0.7	331	5.3
29545	11.80	-56.89	0.7	331	5.3
29558	11.79	-56.91	0.7	330	5.3
29575	11.78	-56.93	0.7	329	5.3
29568	11.77	-56.95	0.7	328	5.3
29575	11.76	-56.97	0.7	327	5.3
29582	11.75	-56.99	0.7	326	5.3
29581	11.74	-57.00	0.7	326	5.3
29595	11.73	-57.01	0.7	325	5.3
29596	11.72	-57.02	0.7	324	5.3
29603	11.71	-57.03	0.7	322	5.3
29613	11.69	-57.03	0.7	321	5.3
29621	11.68	-57.03	0.7	320	5.3
29618	11.67	-57.03	0.7	319	5.3
29628	11.66	-57.02	0.7	318	5.3
29640	11.65	-57.01	0.7	316	5.4
29640	11.64	-56.99	0.7	315	5.4
29643	11.63	-56.97	0.7	314	5.4
29650	11.62	-56.95	0.7	312	5.5
29656	11.61	-56.93	0.7	311	5.5
29664	11.60	-56.90	0.7	310	5.6
29669	11.59	-56.88	0.7	308	5.7
29670	11.58	-56.85	0.7	307	5.7
29672	11.57	-56.81	0.7	306	5.9
29679	11.56	-56.77	0.7	305	6.0
29691	11.55	-56.73	0.6	304	6.1
29692	11.54	-56.67	0.6	303	6.3
29700	11.53	-56.63	0.6	303	6.4
29713	11.51	-56.56	0.6	302	6.6
29714	11.50	-56.49	0.6	302	6.8
29725	11.49	-56.40	0.6	302	7.0
29730	11.48	-56.31	0.6	301	7.2
29732	11.47	-56.21	0.6	301	7.4
29745	11.46	-56.10	0.6	301	7.7
29743	11.45	-55.97	0.5	301	7.9
29751	11.43	-55.83	0.5	301	8.2
29763	11.42	-55.69	0.5	301	8.4
29762	11.41	-55.54	0.5	302	8.7
29762	11.40	-55.38	0.5	302	8.9
29778	11.39	-55.21	0.5	302	9.2
29793	11.37	-55.04	0.5	303	9.4
29806	11.36	-54.87	0.5	303	9.7
29807	11.35	-54.69	0.5	303	9.9
29804	11.33	-54.52	0.5	303	10.2
29818	11.32	-54.36	0.5	304	10.4
29816	11.31	-54.21	0.5	304	10.6
29820	11.30	-54.09	0.5	304	10.8
29838	11.29	-53.98	0.5	305	11.0
29848	11.27	-53.90	0.5	305	11.2
29850	11.26	-53.84	0.5	305	11.4
29854	11.25	-53.80	0.5	305	11.6
29869	11.23	-53.79	0.5	306	11.7
29877	11.22	-53.79	0.5	306	11.9
29890	11.21	-53.81	0.5	306	12.0
29888	11.20	-53.83	0.5	306	12.1
29894	11.19	-53.87	0.5	306	12.2
29899	11.18	-53.90	0.5	307	12.3
29901	11.17	-53.94	0.5	307	12.4
29908	11.16	-53.98	0.5	307	12.4
29915	11.15	-54.02	0.5	307	12.5
29918	11.14	-54.06	0.5	307	12.5
29926	11.13	-54.10	0.5	308	12.6
29933	11.12	-54.14	0.6	308	12.6
29944	11.11	-54.18	0.6	308	12.6
29939	11.10	-54.22	0.6	308	12.6
29948	11.09	-54.26	0.6	309	12.6
29959	11.07	-54.30	0.6	309	12.6
29964	11.06	-54.35	0.6	309	12.6
29972	11.05	-54.40	0.6	309	12.6
29978	11.04	-54.45	0.6	310	12.6
29986	11.03	-54.50	0.6	310	12.6
29981	11.02	-54.56	0.6	310	12.6
29997	11.01	-54.62	0.6	310	12.6
29997	11.00	-54.68	0.7	310	12.6
30001	11.00	-54.73	0.7	311	12.7
30018	10.99	-54.79	0.7	311	12.7
30016	10.98	-54.84	0.7	311	12.7
30012	10.97	-54.90	0.7	311	12.8
30019	10.96	-54.95	0.7	311	12.9
30031	10.95	-55.00	0.7	312	13.0
30034	10.94	-55.04	0.7	312	13.1
30051	10.93	-55.09	0.7	312	13.2
30049	10.92	-55.14	0.7	312	13.3
30052	10.91	-55.18	0.7	312	13.5
30064	10.90	-55.23	0.7	313	13.7
30063	10.89	-55.27	0.7	313	13.9
30072	10.88	-55.31	0.7	313	14.1
30085	10.87	-55.35	0.7	313	14.3
30085	10.86	-55.39	0.7	314	14.5
30094	10.85	-55.41	0.7	314	14.7
30094	10.84	-55.43	0.7	314	14.9
30100	10.82	-55.43	0.6	315	15.2
30106	10.81	-55.41	0.6	315	15.4
30121	10.80	-55.37	0.6	315	15.7
30118	10.79	-55.30	0.6	316	15.9
30130	10.78	-55.21	0.6	316	16.2
30143	10.77	-55.08	0.6	316	16.4
30149	10.76	-54.92	0.6	316	16.6
30151	10.75	-54.74	0.6	317	16.8
30158	10.74	-54.54	0.6	317	17.1
30153	10.73	-54.32	0.6	317	17.3
30158	10.72	-54.10	0.6	318	17.4
30173	10.71	-53.89	0.5	318	17.6
30174	10.70	-53.69	0.5	318	17.8
30186	10.69	-53.52	0.5	318	17.9
30191	10.68	-53.38	0.5	319	18.0
30194	10.67	-53.27	0.5	319	18.2
30200	10.66	-53.19	0.5	319	18.3
30210	10.65	-53.14	0.5	319	18.3
30213	10.64	-53.11	0.5	319	18.4
30222	10.63	-53.10	0.5	320	18.5
30232	10.62	-53.10	0.5	320	18.5
30231	10.61	-53.10	0.5	320	18.6
30231	10.60	-53.10	0.5	320	18.6
30244	10.59	-53.11	0.5	320	18.6
30256	10.58	-53.11	0.5	320	18.6
30258	10.57	-53.12	0.5	320	18.6
30259	10.56	-53.12	0.5	320	18.6
30268	10.56	-53.12	0.5	320	18.5
30266	10.55	-53.13	0.5	320	18.5
30274	10.54	-53.13	0.5	321	18.5
30279	10.53	-53.15	0.5	321	18.4
30284	10.52	-53.16	0.5	321	18.3
30290	10.51	-53.18	0.5	321	18.3
30300	10.50	-53.20	0.5	321	18.2
30308	10.49	-53.23	0.5	321	18.1
30314	10.48	-53.26	0.5	321	18.1
30323	10.47	-53.29	0.5	321	18.0
30330	10.46	-53.33	0.5	321	17.9
30331	10.45	-53.37	0.6	321	17.8
30342	10.44	-53.41	0.6	321	17.7
30344	10.43	-53.45	0.6	321	17.6
30343	10.42	-53.49	0.6	321	17.5
30350	10.41	-53.52	0.6	321	17.4
30354	10.40	-53.56	0.6	321	17.4
30374	10.40	-53.59	0.6	322	17.3
30369	10.39	-53.62	0.6	322	17.2
30373	10.38	-53.65	0.6	322	17.1
30375	10.37	-53.69	0.6	322	17.1
30380	10.36	-53.72	0.6	322	17.0
30393	10.35	-53.76	0.6	322	17.0
30402	10.34	-53.80	0.6	323	17.0
30408	10.33	-53.84	0.6	323	16.9
30418	10.31	-53.87	0.6	323	16.9
30423	10.30	-53.91	0.6	323	16.9
30424	10.29	-53.94	0.6	323	16.9
30430	10.28	-53.96	0.6	323	16.9
30434	10.27	-53.99	0.6	324	17.0
30443	10.26	-54.01	0.6	324	17.0
30450	10.25	-54.02	0.6	324	17.0
30463	10.24	-54.03	0.6	324	17.1
30469	10.23	-54.04	0.6	324	17.1
30470	10.22	-54.04	0.6	324	17.2
30472	10.21	-54.05	0.6	324	17.2
30484	10.20	-54.05	0.6	324	17.3
30488	10.19	-54.06	0.6	325	17.3
30504	10.18	-54.07	0.6	325	17.4
30495	10.17	-54.09	0.6	325	17.4
30508	10.16	-54.10	0.6	325	17.5
30515	10.15	-54.12	0.6	325	17.5
30517	10.14	-54.15	0.7	325	17.5
30533	10.13	-54.17	0.7	325	17.6
30530	10.12	-54.20	0.7	325	17.6
30537	10.11	-54.23	0.7	325	17.6
30551	10.10	-54.26	0.7	325	17.6
30559	10.09	-54.29	0.7	325	17.7
30563	10.08	-54.33	0.7	325	17.7
30572	10.07	-54.36	0.7	325	17.7
30579	10.06	-54.41	0.7	325	17.7
30584	10.04	-54.45	0.7	326	17.7
30581	10.03	-54.50	0.7	326	17.6
30597	10.02	-54.54	0.7	326	17.6
30612	10.01	-54.59	0.7	326	17.6
30614	10.00	-54.64	0.7	326	17.6
30615	9.99	-54.69	0.7	326	17.6
30626	9.98	-54.73	0.7	326	17.6
30634	9.97	-54.78	0.7	327	17.6
30636	9.96	-54.83	0.7	327	17.6
30638	9.95	-54.87	0.7	327	17.6
30639	9.94	-54.91	0.7	327	17.6
30658	9.93	-54.95	0.7	327	17.6
30663	9.92	-54.98	0.7	328	17.6
30669	9.91	-55.01	0.7	328	17.6
30678	9.90	-55.04	0.7	328	17.6
30680	9.89	-55.08	0.7	328	17.6
30690	9.88	-55.11	0.7	329	17.6
30698	9.87	-55.14	0.7	329	17.6
30704	9.86	-55.18	0.7	329	17.6
30708	9.85	-55.22	0.7	330	17.6
30709	9.84	-55.26	0.7	330	17.6
30727	9.83	-55.31	0.7	330	17.7
30729	9.82	-55.36	0.7	330	17.7
30730	9.81	-55.41	0.7	331	17.7
30737	9.80	-55.46	0.7	331	17.7
30745	9.79	-55.52	0.7	331	17.7
30752	9.78	-55.57	0.7	332	17.7
30760	9.77	-55.62	0.7	332	17.7
30767	9.76	-55.66	0.8	332	17.8
30774	9.75	-55.71	0.8	332	17.8
30777	9.75	-55.75	0.8	333	17.8
30778	9.74	-55.78	0.8	333	17.8
30788	9.73	-55.82	0.8	333	17.8
30793	9.72	-55.85	0.8	334	17.8
30791	9.71	-55.89	0.8	334	17.9
30803	9.70	-55.92	0.8	334	17.9
30824	9.69	-55.96	0.8	334	17.9
30825	9.67	-55.99	0.8	335	17.9
30831	9.66	-56.03	0.8	335	17.9
30834	9.65	-56.07	0.8	335	18.0
30843	9.64	-56.11	0.8	335	18.0
30857	9.63	-56.14	0.8	335	18.0
30868	9.62	-56.18	0.8	336	18.0
30870	9.61	-56.22	0.8	336	18.0
30875	9.60	-56.26	0.8	336	18.0
30884	9.59	-56.29	0.8	336	18.0
30881	9.58	-56.33	0.8	336	18.0
30890	9.57	-56.37	0.8	336	18.0
30905	9.55	-56.40	0.8	336	18.0
30911	9.54	-56.44	0.8	335	18.0
30917	9.53	-56.48	0.8	335	18.0
30926	9.52	-56.51	0.8	335	17.9
30934	9.51	-56.55	0.8	335	17.9
30937	9.50	-56.59	0.8	334	17.9
30941	9.49	-56.61	0.8	334	17.8
30942	9.48	-56.64	0.8	334	17.8
30959	9.47	-56.65	0.8	333	17.8
30969	9.46	-56.66	0.8	333	17.7
30971	9.45	-56.67	0.8	333	17.7
30987	9.43	-56.66	0.8	332	17.6
30994	9.42	-56.65	0.8	332	17.6
30995	9.41	-56.63	0.8	331	17.5
31004	9.40	-56.61	0.8	331	17.5
31019	9.39	-56.59	0.8	330	17.5
31023	9.38	-56.58	0.8	330	17.4
31025	9.37	-56.56	0.8	329	17.4
31028	9.36	-56.56	0.8	329	17.3
31032	9.35	-56.56	0.8	328	17.3
31048	9.34	-56.56	0.8	327	17.2
31065	9.33	-56.57	0.8	327	17.2
31059	9.32	-56.58	0.8	326	17.1
31072	9.31	-56.60	0.8	326	17.1
31070	9.29	-56.62	0.8	325	17.0
31084	9.28	-56.64	0.8	325	17.0
31093	9.27	-56.66	0.8	324	16.9
31102	9.26	-56.68	0.8	324	16.9
31109	9.25	-56.70	0.8	323	16.8
31117	9.24	-56.72	0.8	323	16.8
31121	9.23	-56.73	0.8	322	16.7
31124	9.22	-56.75	0.8	322	16.6
31137	9.22	-56.77	0.8	322	16.6
31136	9.21	-56.80	0.8	321	16.5
31138	9.20	-56.83	0.8	321	16.5
31151	9.19	-56.86	0.8	320	16.4
31152	9.18	-56.89	0.8	320	16.3
31151	9.18	-56.93	0.8	320	16.3
31164	9.17	-56.97	0.8	319	16.2
31170	9.16	-57.00	0.8	319	16.2
31179	9.15	-57.04	0.8	319	16.1
31186	9.14	-57.08	0.8	318	16.1
31190	9.13	-57.12	0.8	318	16.1
31196	9.12	-57.16	0.8	318	16.1
31198	9.12	-57.20	0.8	318	16.1
31198	9.11	-57.23	0.8	318	16.1
31217	9.10	-57.27	0.8	318	16.1
31216	9.09	-57.30	0.8	318	16.1
31224	9.08	-57.33	0.8	318	16.2
31236	9.07	-57.36	0.8	318	16.2
31242	9.06	-57.39	0.8	318	16.3
31251	9.05	-57.40	0.8	318	16.4
31258	9.04	-57.41	0.7	318	16.5
31253	9.03	-57.41	0.7	319	16.7
31257	9.02	-57.41	0.7	319	16.8
31274	9.01	-57.39	0.7	319	17.0
31283	9.00	-57.35	0.7	319	17.1
31288	8.99	-57.31	0.7	320	17.3
31295	8.98	-57.25	0.7	320	17.5
31302	8.97	-57.18	0.7	320	17.7
31314	8.96	-57.10	0.7	320	17.9
31325	8.95	-57.01	0.7	321	18.1
31313	8.95	-56.92	0.7	321	18.3
31320	8.94	-56.81	0.7	321	18.5
31328	8.93	-56.70	0.7	321	18.6
31325	8.92	-56.58	0.6	322	18.8
31334	8.92	-56.47	0.6	322	19.0
31356	8.91	-56.35	0.6	322	19.2
31349	8.90	-56.24	0.6	322	19.4
31367	8.89	-56.14	0.6	322	19.5
31373	8.87	-56.04	0.6	323	19.7
31376	8.86	-55.96	0.6	323	19.8
31379	8.85	-55.88	0.6	323	19.9
31395	8.84	-55.82	0.6	323	20.0
31393	8.83	-55.78	0.6	323	20.1
